Sequence,Station Types,Station Quantity,Maximum Distance,Minimum Points,Name,Algorithm,Metric,Method,Seed,Generated Cluster Count,Valid Cluster Count,Clustered Station Count,Unclsutered Noise Count,Average Node Degree,Silhouette Coefficient,Calinski Harabaz score,Davies Bouldin score,Dunn Index,Modularity,Conductance Average,Coverage Score,Performance Score
12,['HN' 'LN'],284,30.0,4,DBSCAN,auto,haversine,None,None,9,9,177,107,22.8079096045,0.0110731335962,17.179235367,3.76120327872,0.0198497365103,0.531398586746,0.00832125126313,0.98247322298,0.94341312895
13,['HN' 'LN'],284,40.0,4,DBSCAN,auto,haversine,None,None,7,7,229,55,21.4934497817,-0.0872454365178,33.2310564738,2.35063848745,0.0212754787679,0.511662171236,0.0398031006385,0.988339364696,0.812870153785
14,['HN' 'LN'],284,50.0,4,DBSCAN,auto,haversine,None,None,5,4,255,29,23.3294117647,0.0524526733601,13.5429982308,2.23266435368,0.0334721252948,0.0268079010376,0.00943553116439,0.995646349632,0.370576817797
15,['HN' 'LN'],284,10.0,5,DBSCAN,auto,haversine,None,None,5,5,99,185,15.2424242424,-0.00738834152714,15.3187890858,1.20087845937,0.00521284207024,0.520204226007,0.000308023646359,0.971649484536,0.97446872045
16,['HN' 'LN'],284,20.0,5,DBSCAN,auto,haversine,None,None,5,5,125,159,25.6,0.024155641466,20.2564118471,1.27375004652,0.0113693750381,0.491172588786,0.00113273443326,0.965558912387,0.967003434032
17,['HN' 'LN'],284,30.0,5,DBSCAN,auto,haversine,None,None,9,9,173,111,23.3005780347,0.00954695314171,16.5345668825,3.86075061643,0.0132862859634,0.530044091895,0.0170484461122,0.980038948393,0.946299706365
18,['HN' 'LN'],284,40.0,5,DBSCAN,auto,haversine,None,None,9,9,225,59,21.8488888889,-0.0231483173403,29.0854573164,2.01232120478,0.0166121042648,0.533518485914,0.0584511824528,0.984720546844,0.874558303887
19,['HN' 'LN'],284,50.0,5,DBSCAN,auto,haversine,None,None,4,4,243,41,24.353909465,0.0581587274841,31.4895807324,2.1959485959,0.0204744830342,0.0526591721402,0.0869908108054,0.988613529806,0.517095505898
20,['HN' 'LN'],284,10.0,2,HDBSCAN,best,haversine,eom,None,57,57,257,27,6.03891050584,0.137823820703,45.9246097962,1.46108867929,0.00880468225971,0.546341933255,0.0,1.0,0.966928781168
21,['HN' 'LN'],284,20.0,2,HDBSCAN,best,haversine,eom,None,47,47,269,15,12.3048327138,0.124606078728,85.9815052395,1.75572680717,0.0163628404251,0.522896286087,0.0,1.0,0.954163141393
22,['HN' 'LN'],284,30.0,2,HDBSCAN,best,haversine,eom,None,41,41,274,10,14.9927007299,0.072564891245,102.208292977,1.69874147894,0.0233970834688,0.548906875605,0.0,1.0,0.940203055791
23,['HN' 'LN'],284,40.0,2,HDBSCAN,best,haversine,eom,None,19,19,275,9,18.0872727273,-0.316479739182,82.833310516,0.998922502749,0.0334751547009,0.518547189252,0.0,1.0,0.778853332006
24,['HN' 'LN'],284,50.0,2,HDBSCAN,best,haversine,eom,None,11,11,279,5,21.4050179211,-0.21919908642,16.3644551129,2.64924947447,0.0403131793563,0.0291817272747,0.0,1.0,0.340840093565
25,['HN' 'LN'],284,10.0,3,HDBSCAN,best,haversine,eom,None,22,22,204,80,7.58333333333,0.0332819554441,25.2591831445,1.38126288932,0.00536643352532,0.54149368291,0.0,0.996134020619,0.962773105061
26,['HN' 'LN'],284,20.0,3,HDBSCAN,best,haversine,eom,None,21,21,235,49,14.0425531915,0.0621301184894,31.9150940241,2.57559340747,0.0113693750381,0.517328428912,0.0,0.995770392749,0.935873189668
27,['HN' 'LN'],284,30.0,3,HDBSCAN,best,haversine,eom,None,20,20,237,47,17.2447257384,0.0761204932964,34.1330808899,2.75204467946,0.0118082603092,0.540686043524,0.0,0.991723466407,0.937615089832
28,['HN' 'LN'],284,40.0,3,HDBSCAN,best,haversine,eom,None,11,11,257,27,19.2918287938,-0.0887855388922,56.4408484677,1.8629464098,0.0109540497728,0.514449241403,0.0351894692787,0.99517490953,0.78778679142
29,['HN' 'LN'],284,50.0,3,HDBSCAN,best,haversine,eom,None,6,6,266,18,22.4172932331,-0.0272047279892,18.3067068647,2.11985861333,0.0251535722415,0.0278188142118,0.0373965993654,0.997655726725,0.364032250037
30,['HN' 'LN'],284,10.0,4,HDBSCAN,best,haversine,eom,None,15,15,181,103,8.55248618785,0.00143642721211,15.5456831468,2.23225907757,0.0083764852771,0.540512242268,0.0,0.996134020619,0.957895784602
31,['HN' 'LN'],284,20.0,4,HDBSCAN,best,haversine,eom,None,14,14,191,93,17.167539267,0.0307278610321,17.6997038455,2.9143985239,0.00839146361412,0.507955020491,0.0,0.985498489426,0.957870900314
32,['HN' 'LN'],284,30.0,4,HDBSCAN,best,haversine,eom,None,13,13,206,78,19.713592233,0.0426809714564,20.6825028541,16.740112561,0.0118082603092,0.533820061836,0.0406821681953,0.985394352483,0.936918329767
33,['HN' 'LN'],284,40.0,4,HDBSCAN,best,haversine,eom,None,8,8,229,55,21.4672489083,-0.0912483562018,32.6500676946,2.01701594393,0.0100294643704,0.508521513317,0.125860848037,0.983916365099,0.818618424327
34,['HN' 'LN'],284,50.0,4,HDBSCAN,best,haversine,eom,None,3,3,268,16,22.2201492537,-0.0186170219538,13.2273711177,3.33679248154,0.011988894726,0.0212074745777,0.0377864436433,0.996316141996,0.272930871448
35,['HN' 'LN'],284,10.0,5,HDBSCAN,best,haversine,eom,None,12,12,186,98,8.31182795699,-0.0125750614824,22.7636399709,2.32474404138,0.00536643352532,0.538754450526,0.0833333333333,0.994845360825,0.953118001294
36,['HN' 'LN'],284,20.0,5,HDBSCAN,best,haversine,eom,None,11,11,199,85,16.472361809,0.0420771924296,27.2173516341,3.45291805222,0.00471013065155,0.507682295707,0.0676599112576,0.985498489426,0.951674712586
37,['HN' 'LN'],284,30.0,5,HDBSCAN,best,haversine,eom,None,10,10,206,78,19.6747572816,0.0522509333231,31.0227235528,3.77486953029,0.00894060270234,0.532651752251,0.0585895309717,0.982960077897,0.939108147116
38,['HN' 'LN'],284,40.0,5,HDBSCAN,best,haversine,eom,None,7,7,216,68,22.6342592593,0.00417418742542,44.6689304657,1.43323103736,0.00659571318946,0.530152288482,0.098509730264,0.976678729393,0.894465734335
39,['HN' 'LN'],284,50.0,5,HDBSCAN,best,haversine,eom,None,4,4,229,55,25.6812227074,0.0843477336346,27.1246592313,2.31715044907,0.0100294643704,0.0523671754188,0.110152786759,0.979571332887,0.572786542577
40,['HN' 'LN'],284,10.0,2,HDBSCAN,best,haversine,leaf,None,59,59,254,30,6.11023622047,0.125749593353,32.9813665039,1.81354999481,0.00880468225971,0.546341933255,0.0,1.0,0.967451351217
41,['HN' 'LN'],284,20.0,2,HDBSCAN,best,haversine,leaf,None,48,48,267,17,12.3970037453,0.120785951773,66.2358118481,1.55469005159,0.0163628404251,0.522896286087,0.0,1.0,0.954486637137
42,['HN' 'LN'],284,30.0,2,HDBSCAN,best,haversine,leaf,None,41,41,274,10,14.9927007299,0.072564891245,102.208292977,1.69874147894,0.0233970834688,0.548906875605,0.0,1.0,0.940203055791
43,['HN' 'LN'],284,40.0,2,HDBSCAN,best,haversine,leaf,None,19,19,275,9,18.0872727273,-0.316479739182,82.833310516,0.998922502749,0.0334751547009,0.518547189252,0.0,1.0,0.778853332006
44,['HN' 'LN'],284,50.0,2,HDBSCAN,best,haversine,leaf,None,11,11,279,5,21.4050179211,-0.21919908642,16.3644551129,2.64924947447,0.0403131793563,0.0291817272747,0.0,1.0,0.340840093565
45,['HN' 'LN'],284,10.0,3,HDBSCAN,best,haversine,leaf,None,23,23,199,85,7.77386934673,0.0303211102451,24.0205680009,1.35818455373,0.00536643352532,0.541497004198,0.0,0.996134020619,0.964415468073
46,['HN' 'LN'],284,20.0,3,HDBSCAN,best,haversine,leaf,None,22,22,230,54,14.3347826087,0.0588872768785,30.233795178,2.76272348583,0.0113693750381,0.516134208341,0.0,0.994561933535,0.937416015528
47,['HN' 'LN'],284,30.0,3,HDBSCAN,best,haversine,leaf,None,20,20,237,47,17.2447257384,0.0761204932964,34.1330808899,2.75204467946,0.0118082603092,0.540686043524,0.0,0.991723466407,0.937615089832
48,['HN' 'LN'],284,40.0,3,HDBSCAN,best,haversine,leaf,None,11,11,257,27,19.2918287938,-0.0887855388922,56.4408484677,1.8629464098,0.0109540497728,0.514449241403,0.0351894692787,0.99517490953,0.78778679142
49,['HN' 'LN'],284,50.0,3,HDBSCAN,best,haversine,leaf,None,6,6,266,18,22.4172932331,-0.0272047279892,18.3067068647,2.11985861333,0.0251535722415,0.0278188142118,0.0373965993654,0.997655726725,0.364032250037
50,['HN' 'LN'],284,10.0,4,HDBSCAN,best,haversine,leaf,None,15,15,181,103,8.55248618785,0.00143642721211,15.5456831468,2.23225907757,0.0083764852771,0.540512242268,0.0,0.996134020619,0.957895784602
51,['HN' 'LN'],284,20.0,4,HDBSCAN,best,haversine,leaf,None,14,14,191,93,17.167539267,0.0307278610321,17.6997038455,2.9143985239,0.00839146361412,0.507955020491,0.0,0.985498489426,0.957870900314
52,['HN' 'LN'],284,30.0,4,HDBSCAN,best,haversine,leaf,None,13,13,206,78,19.713592233,0.0426809714564,20.6825028541,16.740112561,0.0118082603092,0.533820061836,0.0406821681953,0.985394352483,0.936918329767
53,['HN' 'LN'],284,40.0,4,HDBSCAN,best,haversine,leaf,None,8,8,229,55,21.4672489083,-0.0912483562018,32.6500676946,2.01701594393,0.0100294643704,0.508521513317,0.125860848037,0.983916365099,0.818618424327
54,['HN' 'LN'],284,50.0,4,HDBSCAN,best,haversine,leaf,None,3,3,268,16,22.2201492537,-0.0186170219538,13.2273711177,3.33679248154,0.011988894726,0.0212074745777,0.0377864436433,0.996316141996,0.272930871448
55,['HN' 'LN'],284,10.0,5,HDBSCAN,best,haversine,leaf,None,12,12,186,98,8.31182795699,-0.0125750614824,22.7636399709,2.32474404138,0.00536643352532,0.538754450526,0.0833333333333,0.994845360825,0.953118001294
56,['HN' 'LN'],284,20.0,5,HDBSCAN,best,haversine,leaf,None,11,11,199,85,16.472361809,0.0420771924296,27.2173516341,3.45291805222,0.00471013065155,0.507682295707,0.0676599112576,0.985498489426,0.951674712586
57,['HN' 'LN'],284,30.0,5,HDBSCAN,best,haversine,leaf,None,10,10,206,78,19.6747572816,0.0522509333231,31.0227235528,3.77486953029,0.00894060270234,0.532651752251,0.0585895309717,0.982960077897,0.939108147116
58,['HN' 'LN'],284,40.0,5,HDBSCAN,best,haversine,leaf,None,7,7,216,68,22.6342592593,0.00417418742542,44.6689304657,1.43323103736,0.00659571318946,0.530152288482,0.098509730264,0.976678729393,0.894465734335
59,['HN' 'LN'],284,50.0,5,HDBSCAN,best,haversine,leaf,None,4,4,229,55,25.6812227074,0.0843477336346,27.1246592313,2.31715044907,0.0100294643704,0.0523671754188,0.110152786759,0.979571332887,0.572786542577
60,['HN' 'LN'],284,10.0,2,OPTICS,auto,haversine,xi,None,38,38,101,183,11.1287128713,-0.292057134804,2.10617113926,1.73440099146,0.000393752782259,0.0947480470826,0.586952364017,0.127577319588,0.983103568407
61,['HN' 'LN'],284,20.0,2,OPTICS,auto,haversine,xi,None,56,56,149,135,16.0,-0.15661807355,2.40824543417,2.60691392768,0.000406666942625,0.0524863774518,0.541722415605,0.0827794561934,0.961877270691
62,['HN' 'LN'],284,30.0,2,OPTICS,auto,haversine,xi,None,66,66,178,106,16.1853932584,-0.0778328528891,3.72677159975,2.28796810074,0.000406666942625,0.0581311644982,0.552175472545,0.0827653359299,0.952645199821
63,['HN' 'LN'],284,40.0,2,OPTICS,auto,haversine,xi,None,72,72,202,82,17.1435643564,-0.0489718425838,6.99426143955,2.14928262691,0.000430020926583,0.059642671041,0.670322765308,0.0800160836349,0.9422684517
64,['HN' 'LN'],284,50.0,2,OPTICS,auto,haversine,xi,None,72,72,205,79,20.0634146341,-0.0477587117842,7.87694282011,2.14032655788,0.000430020926583,0.0560754272338,0.758607200879,0.0736771600804,0.930697257751
65,['HN' 'LN'],284,10.0,3,OPTICS,auto,haversine,xi,None,16,16,70,214,12.6857142857,-0.36335868041,3.9545021933,1.87248587358,0.000244734071176,0.136131297162,0.562914787193,0.176546391753,0.984049171353
66,['HN' 'LN'],284,20.0,3,OPTICS,auto,haversine,xi,None,20,20,108,176,21.8518518519,-0.26337016148,4.68036803025,2.37788229288,0.000244734071176,0.120966584825,0.500988499569,0.183081570997,0.965560145324
67,['HN' 'LN'],284,30.0,3,OPTICS,auto,haversine,xi,None,27,27,138,146,19.9927536232,-0.192922320339,5.94230668861,1.83125984518,0.000244734071176,0.117841289089,0.44310506672,0.169425511198,0.956303190166
68,['HN' 'LN'],284,40.0,3,OPTICS,auto,haversine,xi,None,31,31,162,122,19.3271604938,-0.135901412619,10.5595702389,1.51364128898,0.000244734071176,0.117176992254,0.489598638221,0.160434258142,0.94637435923
69,['HN' 'LN'],284,50.0,3,OPTICS,auto,haversine,xi,None,32,32,172,112,20.6976744186,-0.119780015653,13.8031534958,1.46551462923,0.000244734071176,0.110195311992,0.552102961725,0.147019423979,0.935052008162
70,['HN' 'LN'],284,10.0,4,OPTICS,auto,haversine,xi,None,8,8,51,233,13.8235294118,-0.338274302093,6.95838839629,1.3536073112,0.000566287424054,0.160345978584,0.508846496663,0.216494845361,0.984795699995
71,['HN' 'LN'],284,20.0,4,OPTICS,auto,haversine,xi,None,11,11,66,218,21.1666666667,-0.372198474746,6.06084113689,2.2537482752,0.000566287424054,0.0804063489745,0.454469831323,0.120241691843,0.963644055144
72,['HN' 'LN'],284,30.0,4,OPTICS,auto,haversine,xi,None,13,13,81,203,20.2098765432,-0.349157242457,6.71760411299,2.3990457519,0.000566287424054,0.0795774317384,0.444166245831,0.112950340798,0.954163141393
73,['HN' 'LN'],284,40.0,4,OPTICS,auto,haversine,xi,None,16,16,101,183,18.9207920792,-0.311545705984,8.03705470185,1.94998908594,0.000566287424054,0.0797183553109,0.520331355891,0.108162444713,0.943537550391
74,['HN' 'LN'],284,50.0,4,OPTICS,auto,haversine,xi,None,19,19,118,166,20.0762711864,-0.274348179184,11.0375291211,1.51854987194,0.000566287424054,0.0783722116472,0.575489386552,0.104152712659,0.932115662171
75,['HN' 'LN'],284,10.0,5,OPTICS,auto,haversine,xi,None,7,7,65,219,17.1230769231,-0.271571010343,8.60655008917,1.28477834989,0.000244734071176,0.316326954246,0.366664758347,0.476804123711,0.98922510327
76,['HN' 'LN'],284,20.0,5,OPTICS,auto,haversine,xi,None,8,8,73,211,27.6301369863,-0.259596102402,8.60099433846,1.29702794968,0.000244734071176,0.126213159792,0.460668407393,0.250151057402,0.968894639924
77,['HN' 'LN'],284,30.0,5,OPTICS,auto,haversine,xi,None,12,12,99,185,23.8080808081,-0.261523601296,7.54750947956,1.82676716929,0.000244734071176,0.133160627043,0.395673611226,0.230282375852,0.959886527646
78,['HN' 'LN'],284,40.0,5,OPTICS,auto,haversine,xi,None,14,14,125,159,21.696,-0.214328890057,9.79479271586,2.24327796516,0.000244734071176,0.14080011395,0.425736639275,0.217531162043,0.949260936645
79,['HN' 'LN'],284,50.0,5,OPTICS,auto,haversine,xi,None,14,14,137,147,22.9927007299,-0.192054600665,12.5466630353,2.14957063956,0.000244734071176,0.137724484747,0.512216341787,0.197253851306,0.936893445479
80,['HN' 'LN'],284,10.0,2,OPTICS,auto,haversine,dbscan,None,18,18,131,153,11.8473282443,-0.112952005982,6.08724372174,2.21441226869,0.00726937971574,0.546341933255,0.0,1.0,0.972627283133
81,['HN' 'LN'],284,20.0,2,OPTICS,auto,haversine,dbscan,None,26,26,194,90,17.0618556701,-0.00730616950131,8.08287485283,3.76256426884,0.0139526788149,0.522896286087,0.0,1.0,0.957622057433
82,['HN' 'LN'],284,30.0,2,OPTICS,auto,haversine,dbscan,None,32,32,234,50,17.5555555556,0.0259431731472,14.0449408908,3.10103149727,0.0199508143063,0.548906875605,0.0,1.0,0.943786393271
83,['HN' 'LN'],284,40.0,2,OPTICS,auto,haversine,dbscan,None,17,17,267,17,18.6292134831,-0.337785008251,51.851084057,1.15196507394,0.0306895239066,0.518547189252,0.0,1.0,0.779151943463
84,['HN' 'LN'],284,50.0,2,OPTICS,auto,haversine,dbscan,None,10,10,274,10,21.795620438,-0.25910355685,13.3565089032,1.48384648508,0.0366939104275,0.0291817272747,0.0,1.0,0.347160702732
85,['HN' 'LN'],284,10.0,3,OPTICS,auto,haversine,dbscan,None,9,8,110,174,13.9272727273,-0.129036976109,9.55714492039,2.7935754427,0.00536643352532,0.532178300032,0.0,0.985824742268,0.972378440253
86,['HN' 'LN'],284,20.0,3,OPTICS,auto,haversine,dbscan,None,14,11,159,125,20.6226415094,-0.0879137071576,10.5240236234,3.63543901136,0.00407468111748,0.511423407965,0.0281872433378,0.988519637462,0.957373214552
87,['HN' 'LN'],284,30.0,3,OPTICS,auto,haversine,dbscan,None,15,15,199,85,20.4673366834,-0.000156458389779,14.8504333567,3.91221981454,0.0168883069284,0.5401460944,0.0158771042222,0.99123661149,0.943388244662
88,['HN' 'LN'],284,40.0,3,OPTICS,auto,haversine,dbscan,None,11,10,250,34,19.836,-0.0953214350372,38.4930946673,1.52953045039,0.0214173311465,0.514930715717,0.0281549738871,0.996381182147,0.779102174887
89,['HN' 'LN'],284,50.0,3,OPTICS,auto,haversine,dbscan,None,7,6,265,19,22.5094339623,-0.0472331510949,13.9889638566,2.05752244494,0.0366939104275,0.0278424790124,0.0,0.998660415271,0.347086049868
90,['HN' 'LN'],284,10.0,4,OPTICS,auto,haversine,dbscan,None,5,5,99,185,15.2424242424,-0.00738834152714,15.3187890858,1.20087845937,0.00521284207024,0.520204226007,0.000308023646359,0.971649484536,0.97446872045
91,['HN' 'LN'],284,20.0,4,OPTICS,auto,haversine,dbscan,None,9,7,136,148,23.8308823529,-0.0791521416899,12.935595129,8.25538658886,0.0105738345042,0.500622666825,0.000841491074557,0.976435045317,0.963420096551
92,['HN' 'LN'],284,30.0,4,OPTICS,auto,haversine,dbscan,None,9,9,176,108,22.9261363636,0.00684963863586,16.9863147582,3.62018447073,0.0187887398955,0.530916709411,0.00845999475296,0.981986368062,0.943487781815
93,['HN' 'LN'],284,40.0,4,OPTICS,auto,haversine,dbscan,None,7,6,221,63,22.2262443439,-0.112176267196,27.9093334728,2.00534941347,0.0129757650585,0.508051437236,0.0846407506701,0.984720546844,0.812994575225
94,['HN' 'LN'],284,50.0,4,OPTICS,auto,haversine,dbscan,None,5,2,246,38,24.1504065041,0.0485556833409,11.0624120678,2.12584684177,0.0239044265516,0.0244708057113,0.0728697689466,0.993302076356,0.370626586373
95,['HN' 'LN'],284,10.0,5,OPTICS,auto,haversine,dbscan,None,5,5,99,185,15.2424242424,-0.00738834152714,15.3187890858,1.20087845937,0.00521284207024,0.520204226007,0.000308023646359,0.971649484536,0.97446872045
96,['HN' 'LN'],284,20.0,5,OPTICS,auto,haversine,dbscan,None,5,5,123,161,25.9918699187,0.0161541210981,19.9493173459,1.26645035278,0.0113693750381,0.49058770913,0.00151228875829,0.964350453172,0.969666052854
97,['HN' 'LN'],284,30.0,5,OPTICS,auto,haversine,dbscan,None,9,8,166,118,24.2168674699,-0.00188458654106,15.9320207124,4.29260260516,0.0124103921713,0.525684796758,0.0297165270244,0.975657254138,0.946299706365
98,['HN' 'LN'],284,40.0,5,OPTICS,auto,haversine,dbscan,None,9,7,213,71,23.014084507,-0.056341970805,24.5724042312,1.79474571689,0.0129757650585,0.529113028278,0.0593566078332,0.980297547246,0.874832031056
99,['HN' 'LN'],284,50.0,5,OPTICS,auto,haversine,dbscan,None,4,4,241,43,24.5394190871,0.0533943253544,29.0433501801,2.23052308276,0.0204744830342,0.0513306908013,0.126457974351,0.987273945077,0.51744388593
100,['HN' 'LN'],284,10.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,5.46478873239,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.478743755978,0.0,1.0,0.520853033395
101,['HN' 'LN'],284,20.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,11.6549295775,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.464747674811,0.00441438413977,0.998187311178,0.542577016872
102,['HN' 'LN'],284,30.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,14.4647887324,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.480758564522,0.00359594446151,0.998052580331,0.552456079232
103,['HN' 'LN'],284,40.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,17.514084507,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.488075507719,0.0116208557686,0.993968636912,0.562683521624
104,['HN' 'LN'],284,50.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,21.0281690141,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.490298553329,0.0131134428404,0.992632283992,0.574752401334
105,['HN' 'LN'],284,10.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,5.46478873239,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.478743755978,0.0,1.0,0.520853033395
106,['HN' 'LN'],284,20.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,11.6549295775,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.464747674811,0.00441438413977,0.998187311178,0.542577016872
107,['HN' 'LN'],284,30.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,14.4647887324,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.480758564522,0.00359594446151,0.998052580331,0.552456079232
108,['HN' 'LN'],284,40.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,17.514084507,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.488075507719,0.0116208557686,0.993968636912,0.562683521624
109,['HN' 'LN'],284,50.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,21.0281690141,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.490298553329,0.0131134428404,0.992632283992,0.574752401334
110,['HN' 'LN'],284,10.0,4,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,5.46478873239,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.478743755978,0.0,1.0,0.520853033395
111,['HN' 'LN'],284,20.0,4,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,11.6549295775,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.464747674811,0.00441438413977,0.998187311178,0.542577016872
112,['HN' 'LN'],284,30.0,4,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,14.4647887324,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.480758564522,0.00359594446151,0.998052580331,0.552456079232
113,['HN' 'LN'],284,40.0,4,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,17.514084507,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.488075507719,0.0116208557686,0.993968636912,0.562683521624
114,['HN' 'LN'],284,50.0,4,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,21.0281690141,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.490298553329,0.0131134428404,0.992632283992,0.574752401334
115,['HN' 'LN'],284,10.0,5,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,5.46478873239,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.478743755978,0.0,1.0,0.520853033395
116,['HN' 'LN'],284,20.0,5,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,11.6549295775,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.464747674811,0.00441438413977,0.998187311178,0.542577016872
117,['HN' 'LN'],284,30.0,5,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,14.4647887324,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.480758564522,0.00359594446151,0.998052580331,0.552456079232
118,['HN' 'LN'],284,40.0,5,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,17.514084507,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.488075507719,0.0116208557686,0.993968636912,0.562683521624
119,['HN' 'LN'],284,50.0,5,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,284,0,21.0281690141,0.0865394597763,424.300907538,0.669358721555,0.0114336295398,0.490298553329,0.0131134428404,0.992632283992,0.574752401334
120,['HN' 'LN'],284,10.0,2,BIRCH,None,haversine,None,None,160,36,160,124,9.7,0.108315601713,3435.7965503,0.183051982642,0.0845188814269,0.447319388352,0.0,0.769329896907,0.983476832728
121,['HN' 'LN'],284,20.0,2,BIRCH,None,haversine,None,None,96,55,243,41,13.621399177,0.152527331077,1480.62975014,0.426931102113,0.0520842095549,0.486048137567,0.0,0.920241691843,0.989822326183
